QRCodeHandle,ModelID,Archetype,FriendlyName,NumberOfRadios,SupportsBLE,ConflictPriority
"6181","929003618101","ceilingtube","Perifo gradient tube",1,TRUE,0
"6182","929003618201","ceilinghorizontal","Perifo linear light bar",1,TRUE,0
"6210","929003621001","huecentris","Hue Centris spot",3,TRUE,0
"6211","929003621101","huecentris","Hue Centris ceiling",5,TRUE,0
"6212","929003621201","huecentris","Hue Centris spot",3,TRUE,0
"6213","929003621301","huecentris","Hue Centris ceiling",5,TRUE,0
"6445","929003644501","singlespot","Perifo cylinder spot",1,TRUE,0
"6446","929003644601","singlespot","Perifo cylinder spot",1,TRUE,0
"6447","929003644701","pendantspot","Perifo cylinder pendant",1,TRUE,0
"6448","929003644801","pendantspot","Perifo cylinder pendant",1,TRUE,0
"6449","929003644901","ceilinghorizontal","Perifo linear light bar",1,TRUE,0
"6450","929003645001","ceilinghorizontal","Perifo linear light bar",1,TRUE,0
"6451","929003645101","ceilingtube","Perifo gradient tube",1,TRUE,0
"6452","929003645201","ceilingtube","Perifo gradient tube",1,TRUE,0
"6453","929003645301","ceilingtube","Perifo gradient tube",1,TRUE,0
"6454","929003645401","ceilingtube","Perifo gradient tube",1,TRUE,0
"6572","929003657201","singlespot","Perifo cylinder spot",1,TRUE,0
"6573","929003657301","pendantspot","Perifo cylinder pendant",1,TRUE,0
"6574","929003657401","ceilingtube","Perifo gradient tube",1,TRUE,0
"6575","929003657501","ceilinghorizontal","Perifo linear light bar",1,TRUE,0
"6582","929003658201","ceilingtube","Perifo gradient tube",1,TRUE,0
"6583","929003658301","ceilingtube","Perifo gradient tube",1,TRUE,0
"6650","LCW004","upanddown","Hue wall light",1,TRUE,0
"6651","LCW005","upanddown","Hue wall light",1,TRUE,0
"6665","LCG006","spotbulb","Hue color spot",1,TRUE,0
"6666","LCG007","spotbulb","Hue color spot",1,TRUE,0
"6667","LTG005","spotbulb","Hue ambiance spot",1,TRUE,0
"6668","LTG006","spotbulb","Hue ambiance spot",1,TRUE,0
"6669","LWG005","spotbulb","Hue white spot",1,TRUE,0
"6670","LWG006","spotbulb","Hue white spot",1,TRUE,0
"6743","929003674301","tableshade","Hue color table",1,TRUE,0
"6744","LCX015","stringlight","Festavia string lights",1,TRUE,0
"6745","LCX016","stringlight","Festavia string lights",1,TRUE,0
"6746","LCX017","stringlight","Festavia string lights",1,TRUE,0
"6939","929003693901","huesigne","Signe gradient table",1,TRUE,0
"7112","LGT001","twilight","Twilight",1,TRUE,0
"7113","LGT002","twilight","Twilight",1,TRUE,0
"7114","LGT003","twilight","Twilight",1,TRUE,0
"7115","LGT004","twilight","Twilight",1,TRUE,0
"7116","LGT005","twilight","Twilight",1,TRUE,0
"7117","LGT006","twilight","Twilight",1,TRUE,0
"7121","LCD008","recessedceiling","Hue color downlight",1,TRUE,0
"7122","LCD009","recessedceiling","Hue color downlight",1,TRUE,0
"7123","LCD010","recessedceiling","Hue color downlight",1,TRUE,0
"7124","LCD011","recessedceiling","Hue color downlight",1,TRUE,0
"7260","LGT007","twilight","Twilight",1,TRUE,0
"7261","LGT008","twilight","Twilight",1,TRUE,0
"7361","929003736101","ceilinground","Hue Datura",2,TRUE,0
"7362","929003736201","ceilinground","Hue Datura",2,TRUE,0
"7363","929003736301","ceilingsquare","Hue Datura",2,TRUE,0
"7364","929003736401","ceilingsquare","Hue Datura",2,TRUE,0
"7365","929003736501","ceilinground","Hue Datura",2,TRUE,0
"7366","929003736601","ceilinground","Hue Datura",2,TRUE,0
"7367","929003736701","ceilingsquare","Hue Datura",2,TRUE,0
"7368","929003736801","ceilingsquare","Hue Datura",2,TRUE,0
"7453","COM001","chime","Secure chime",1,FALSE,0
"7595","COM001","chime","Secure chime",1,FALSE,0
"7772","929003777201","ceilinground","Hue Being ceiling",1,TRUE,0
"7773","929003777301","ceilinground","Hue Being ceiling",1,TRUE,0
"7850","929003785001","pendantlong","Hue Ensis",2,TRUE,0
"7851","929003785101","pendantlong","Hue Ensis",2,TRUE,0
"8021","929003802101","bollard","Hue Impress outdoor pedestal",1,TRUE,0
"8022","929003802201","walllantern","Hue Impress outdoor wall",1,TRUE,0
"8023","929003802301","walllantern","Hue Impress outdoor wall",1,TRUE,0
"8024","929003802401","bollard","Hue Outdoor Pedestal",1,TRUE,0
"8078","929003807801","recessedceiling","Hue Adore spot",1,TRUE,0
"8079","929003807901","recessedceiling","Hue Adore spot",3,TRUE,0
"8080","929003808001","doublespot","Hue Argenta color spot",2,TRUE,0
"8081","929003808101","doublespot","Hue Argenta color spot",3,TRUE,0
"8082","929003808201","doublespot","Hue Argenta color spot",4,TRUE,0
"8083","929003808301","singlespot","Hue Argenta color spot",1,TRUE,0
"8084","929003808401","huecentris","Hue Centris ceiling",3,TRUE,0
"8085","929003808501","huecentris","Hue Centris spot",3,TRUE,0
"8086","929003808601","huecentris","Hue Centris ceiling",4,TRUE,0
"8087","929003808701","huecentris","Hue Centris ceiling",4,TRUE,0
"8088","929003808801","huecentris","Hue Centris ceiling",5,TRUE,0
"8089","929003808901","huecentris","Hue Centris ceiling",5,TRUE,0
"8090","929003809001","huecentris","Hue Centris spot",4,TRUE,0
"8091","929003809101","huecentris","Hue Centris spot",4,TRUE,0
"8092","929003809201","recessedceiling","Hue Centura spot",1,TRUE,0
"8093","929003809301","recessedceiling","Hue Centura spot",3,TRUE,0
"8094","929003809401","recessedceiling","Hue Centura spot",1,TRUE,0
"8095","929003809501","recessedceiling","Hue Centura spot",3,TRUE,0
"8096","929003809601","recessedceiling","Hue Centura spot",1,TRUE,0
"8097","929003809701","recessedceiling","Hue Centura spot",3,TRUE,0
"8098","929003809801","recessedceiling","Hue Centura spot",1,TRUE,0
"8099","929003809901","recessedceiling","Hue Centura spot",1,TRUE,0
"8100","929003810001","doublespot","Hue Fugato color spot",2,TRUE,0
"8101","929003810101","doublespot","Hue Fugato color spot",3,TRUE,0
"8102","929003810201","doublespot","Hue Fugato color spot",4,TRUE,0
"8103","929003810301","doublespot","Hue Fugato color spot",2,TRUE,0
"8104","929003810401","doublespot","Hue Fugato color spot",3,TRUE,0
"8105","929003810501","doublespot","Hue Fugato color spot",4,TRUE,0
"8106","929003810601","singlespot","Hue Fugato color spot",1,TRUE,0
"8107","929003810701","singlespot","Hue Fugato color spot",1,TRUE,0
"8108","929003810801","recessedceiling","Hue Milliskin spot",1,TRUE,0
"8109","929003810901","recessedceiling","Hue Milliskin spot",3,TRUE,0
"8110","929003811001","recessedceiling","Hue Milliskin spot",1,TRUE,0
"8111","929003811101","recessedceiling","Hue Milliskin spot",3,TRUE,0
"8112","929003811201","singlespot","Hue Pillar spot",1,TRUE,0
"8113","929003811301","singlespot","Hue Pillar spot",1,TRUE,0
"8114","929003811401","doublespot","Hue Pillar spot",2,TRUE,0
"8115","929003811501","doublespot","Hue Pillar spot",2,TRUE,0
"8116","929003811601","singlespot","Hue Pillar spot",1,TRUE,0
"8117","929003811701","singlespot","Hue Pillar spot",1,TRUE,0
"8118","929003811801","doublespot","Hue Runner spot",2,TRUE,0
"8119","929003811901","doublespot","Hue Runner spot",3,TRUE,0
"8120","929003812001","doublespot","Hue Runner spot",2,TRUE,0
"8121","929003812101","doublespot","Hue Runner spot",3,TRUE,0
"8122","929003812201","singlespot","Hue Runner spot",1,TRUE,0
"8123","929003812301","singlespot","Hue Runner spot",1,TRUE,0
"8124","929003812401","singlespot","Hue Runner spot",1,TRUE,0
"8125","929003812501","singlespot","Hue Runner spot",1,TRUE,0
"8126","929003812601","recessedceiling","Hue Xamento spot",1,TRUE,0
"8127","929003812701","recessedceiling","Hue Xamento spot",3,TRUE,0
"8128","929003812801","recessedceiling","Hue Xamento spot",1,TRUE,0
"8129","929003812901","recessedceiling","Hue Xamento spot",3,TRUE,0
"8130","929003813001","huecentris","Hue Centris spot",3,TRUE,0
"8131","929003813101","huecentris","Hue Centris ceiling",5,TRUE,0
"8132","929003813201","huecentris","Hue Centris spot",3,TRUE,0
"8133","929003813301","huecentris","Hue Centris ceiling",5,TRUE,0
"9290038165","CMW001","camera","Secure wired camera",1,FALSE,0
"8169","LCL008","huelightstrip","Hue lightstrip",1,TRUE,0
"8170","LCL009","huelightstrip","Hue lightstrip",1,TRUE,0
"8171","LCL010","huelightstrip","Hue lightstrip",1,TRUE,0
"8210","LCO001","smallglobebulb","Hue lightguide bulb",1,TRUE,0
"8211","LCO005","largeglobebulb","Hue lightguide bulb",1,TRUE,0
"8212","LCY001","trianglebulb","Hue lightguide bulb",1,TRUE,0
"8213","LCV001","edisonbulb","Hue lightguide bulb",1,TRUE,0
"8214","LCO001","smallglobebulb","Hue lightguide bulb",1,TRUE,0
"8227","929003822701","ceilinground","Hue Tento white panel",1,TRUE,0
"8228","929003822801","ceilinground","Hue Tento white panel",1,TRUE,0
"8229","929003822901","ceilinground","Hue Tento ambiance panel",1,TRUE,0
"8230","929003823001","ceilinground","Hue Tento ambiance panel",1,TRUE,0
"8231","929003823101","ceilinground","Hue Tento ambiance panel",1,TRUE,0
"8232","929003823201","ceilinground","Hue Tento ambiance panel",1,TRUE,0
"8233","929003823301","ceilinground","Hue Tento ambiance panel",1,TRUE,2
"8234","929003823401","ceilinground","Hue Tento ambiance panel",1,TRUE,2
"8235","929003823501","ceilinground","Hue Tento color panel",1,TRUE,0
"8236","929003823601","ceilinground","Hue Tento color panel",1,TRUE,0
"8237","929003823701","ceilinground","Hue Tento color panel",1,TRUE,0
"8238","929003823801","ceilinground","Hue Tento color panel",1,TRUE,0
"8239","929003823901","ceilinground","Hue Tento color panel",1,TRUE,0
"8240","929003824001","ceilinground","Hue Tento color panel",1,TRUE,0
"9290038374","LGT013","twilight","Hue Twilight",1,TRUE,0
"9290038375","LGT014","twilight","Hue Twilight",1,TRUE,0
"8376","LGT009","flare","Hue Play wall washer",1,TRUE,0
"8377","LGT010","flare","Hue Play wall washer",1,TRUE,0
"8378","LGT011","flare","Hue Play wall washer",1,TRUE,0
"8379","LGT012","flare","Hue Play wall washer",1,TRUE,0
"8458","929003845801","ceilingsquare","Hue Tento white panel",1,TRUE,0
"8459","929003845901","ceilingsquare","Hue Tento white panel",1,TRUE,0
"8460","929003846001","ceilingsquare","Hue Tento ambiance panel",1,TRUE,0
"8461","929003846101","ceilingsquare","Hue Tento ambiance panel",1,TRUE,0
"8462","929003846201","ceilingsquare","Hue Tento color panel",1,TRUE,0
"8463","929003846301","ceilingsquare","Hue Tento color panel",1,TRUE,0
"8464","929003846401","ceilingsquare","Hue Tento ambiance panel",1,TRUE,0
"8465","929003846501","ceilingsquare","Hue Tento ambiance panel",1,TRUE,0
"8466","929003846601","ceilingsquare","Hue Tento color panel",1,TRUE,0
"8467","929003846701","ceilingsquare","Hue Tento color panel",1,TRUE,0
"9290038534","LCA010","sultanbulb","Hue color lamp",1,TRUE,0
"9290038535","LCA011","sultanbulb","Hue color lamp",1,TRUE,0
"9290038536","LCA012","sultanbulb","Hue color lamp",1,TRUE,0
"9290038537","LCA013","sultanbulb","Hue color lamp",1,TRUE,0
"9290038538","LCA014","sultanbulb","Hue color lamp",1,TRUE,0
"9290038539","LCA015","sultanbulb","Hue color lamp",1,TRUE,0
"9290038540","LCA010","sultanbulb","Hue color lamp",1,TRUE,0
"9290038541","LCA011","sultanbulb","Hue color lamp",1,TRUE,0
"9290038542","LCA012","sultanbulb","Hue color lamp",1,TRUE,0
"9290038543","LCA014","sultanbulb","Hue color lamp",1,TRUE,0
"9290038544","LCA015","sultanbulb","Hue color lamp",1,TRUE,0
"9290038545","LCA018","sultanbulb","Hue color lamp",1,TRUE,0
"9290038546","LCA019","sultanbulb","Hue color lamp",1,TRUE,0
"9290038547","LCA014","sultanbulb","Hue color lamp",1,TRUE,0
"9290038548","LTA014","sultanbulb","Hue ambiance lamp",1,TRUE,0
"9290038549","LTA015","sultanbulb","Hue ambiance lamp",1,TRUE,0
"9290038550","LTA016","sultanbulb","Hue ambiance lamp",1,TRUE,0
"9290038551","LTA017","sultanbulb","Hue ambiance lamp",1,TRUE,0
"9290038552","LTA018","sultanbulb","Hue ambiance lamp",1,TRUE,0
"9290038553","LTA019","sultanbulb","Hue ambiance lamp",1,TRUE,0
"9290038554","LTA014","sultanbulb","Hue ambiance lamp",1,TRUE,0
"9290038555","LTA015","sultanbulb","Hue ambiance lamp",1,TRUE,0
"9290038556","LTA016","sultanbulb","Hue ambiance lamp",1,TRUE,0
"9290038557","LTA018","sultanbulb","Hue ambiance lamp",1,TRUE,0
"9290038558","LTA019","sultanbulb","Hue ambiance lamp",1,TRUE,0
"9290038559","LTA020","sultanbulb","Hue ambiance lamp",1,TRUE,0
"9290038560","LWA032","sultanbulb","Hue white lamp",1,TRUE,0
"9290038561","LWA033","sultanbulb","Hue white lamp",1,TRUE,0
"9290038562","LWA034","sultanbulb","Hue white lamp",1,TRUE,0
"9290038563","LWA035","sultanbulb","Hue white lamp",1,TRUE,0
"9290038564","LWA036","sultanbulb","Hue white lamp",1,TRUE,0
"9290038565","LWA037","sultanbulb","Hue white lamp",1,TRUE,0
"9290038566","LWA032","sultanbulb","Hue white lamp",1,TRUE,0
"9290038567","LWA033","sultanbulb","Hue white lamp",1,TRUE,0
"9290038568","LWA034","sultanbulb","Hue white lamp",1,TRUE,0
"9290038569","LWA036","sultanbulb","Hue white lamp",1,TRUE,0
"8583","LCX026","stringglobe","Festavia globe string lights",1,TRUE,0
"8584","LCX025","stringglobe","Festavia globe string lights",1,TRUE,0
"8585","LCX024","stringglobe","Festavia globe string lights",1,TRUE,0
"8640","LCX018","huelightstrip","Hue gradient lightstrip",1,TRUE,0
"8641","LCX019","huelightstrip","Hue gradient lightstrip",1,TRUE,0
"8642","LCX020","huelightstrip","Hue gradient lightstrip",1,TRUE,0
"8643","LCL011","huelightstrip","Hue lightstrip outdoor",1,TRUE,0
"8644","LCL012","huelightstrip","Hue lightstrip outdoor",1,TRUE,0
"8645","LCL013","huelightstrip","Hue lightstrip outdoor",1,TRUE,0
"8646","LCX021","huelightstrip","Hue gradient strip outdoor",1,TRUE,0
"8647","LCX022","huelightstrip","Hue gradient strip outdoor",1,TRUE,0
"8648","LCX023","huelightstrip","Hue gradient strip outdoor",1,TRUE,0
"9290042354","LCA016","sultanbulb","Hue color lamp",1,TRUE,0
"9290042355","LCA017","sultanbulb","Hue color lamp",1,TRUE,0
"9290042356","LCB003","floodbulb","Hue color downlight",1,TRUE,0
"9290042357","LCG008","spotbulb","Hue color spot",1,TRUE,0
"9290042362","929004236201","flare","Hue Play wall washer",1,TRUE,0
"9290042363","929004236301","flare","Hue Play wall washer",1,TRUE,0
"9290042364","929004236401","flare","Hue Play wall washer",1,TRUE,0
"9290042365","929004236501","flare","Hue Play wall washer",1,TRUE,0
"2584","CMW004","camera","Hue Secure Wired Camera 2K",1,FALSE,0
"2585","CMB002","camera","Hue Secure Battery Camera 2K",1,FALSE,0
"2586","CMW004","camera","Hue Secure Wired Camera 2K",1,FALSE,0
"2587","CMB002","camera","Hue Secure Battery Camera 2K",1,FALSE,0
"9290042696","LCA016","sultanbulb","Hue color lamp",1,TRUE,0
"9290042766","929004276601","huelightstrip","Hue Flux ultra bright SL",1,TRUE,0
"9290042767","929004276701","huelightstrip","Hue Flux ultra bright SL",1,TRUE,0
"9290042768","929004276801","huelightstrip","Hue Flux ultra bright SL",1,TRUE,0
"9290042769","929004276901","hueneon","Hue Neon outdoor strip light",1,TRUE,0
"9290042770","929004277001","hueneon","Hue Neon outdoor strip light",1,TRUE,0
"9290042771","929004277101","hueneon","Hue Neon outdoor strip light",1,TRUE,0
"9290042847","LCX030","stringpermanent","Festavia permanent",1,TRUE,0
"9290042848","LCX048","stringpermanent","Festavia permanent",1,TRUE,0
"9290042910","LCD013","recessedceiling","Hue color downlight",1,TRUE,0
"9290042911","LCD014","recessedceiling","Hue color downlight",1,TRUE,0
"9290042912","LCD015","recessedceiling","Hue color downlight",1,TRUE,0
"9290042913","LCD016","recessedceiling","Hue color downlight",1,TRUE,0
"9290042914","LCD017","recessedceiling","Hue color downlight",1,TRUE,0
"9290042915","LCD018","recessedceiling","Hue color downlight",1,TRUE,0
"2916","LCD012","recessedceiling","Hue color downlight",1,TRUE,0
"9290042949","929004294900","huelightstrip","Hue Essential strip light",1,TRUE,0
"9290042950","929004295000","huelightstrip","Hue Essential strip light",1,TRUE,0
"9290042951","929004295100","hueneon","Hue Essential flex SL",1,TRUE,0
"9290042952","929004295200","hueneon","Hue Essential flex SL",1,TRUE,0
"9290042953","LCE006","candlebulb","Hue color candle",1,TRUE,0
"9290042954","LCE007","candlebulb","Hue color candle",1,TRUE,0
"9290042955","LCE008","candlebulb","Hue color candle",1,TRUE,0
"9290042956","LTE009","candlebulb","Hue ambiance candle",1,TRUE,0
"9290042957","LTE010","candlebulb","Hue ambiance candle",1,TRUE,0
"9290042958","LTE011","candlebulb","Hue ambiance candle",1,TRUE,0
"9290042959","LWE009","candlebulb","Hue white candle",1,TRUE,0
"9290042961","LWE010","candlebulb","Hue white candle",1,TRUE,0
"9290042967","LOM013","switchmodule","dummy 1o",1,TRUE,0
"9290042968","LOM014","switchmodule","dummy 2o",1,TRUE,0
"9290042969","LWM007","switchmodule","dummy 1d",1,TRUE,0
"9290042970","ROM002","switchmodule","dummy 0c",1,TRUE,0
"9290042974","929004297401","ceilinground","Hue Tento color panel",1,TRUE,0
"9290042975","929004297501","ceilinground","Hue Tento color panel",1,TRUE,0
"9290043081","929004308101","bollard","Hue outdoor pedestal",1,TRUE,0
"9290043082","929004308201","bollard","Hue outdoor post",1,TRUE,0
"9290043083","929004308301","walllantern","Hue outdoor wall",1,TRUE,0
"9290043084","929004308401","walllantern","Hue outdoor wall",1,TRUE,0
"9290043085","929004308501","bollard","Hue outdoor pedestal",1,TRUE,0
"9290043086","929004308601","bollard","Hue outdoor post",1,TRUE,0
"9290043087","929004308701","walllantern","Hue outdoor wall",1,TRUE,0
"9290043088","929004308801","tableshade","Hue Flourish table",1,TRUE,0
"9290043198","929004319801","ceilinground","Hue Tento color panel",1,TRUE,0
"9290043200","929004320001","ceilinground","Hue Tento color panel",1,TRUE,0
"9290043202","929004320201","ceilinground","Hue Tento color panel",1,TRUE,0
"9290043207","929004320701","huesigne","Hue Play table lamp",1,TRUE,0
"9290043208","929004320801","huesigne","Hue Play floor lamp large",1,TRUE,0
"9290043209","929004320901","huesigne","Hue Play table lamp",1,TRUE,0
"9290043210","929004321001","huesigne","Hue Play floor lamp compact",1,TRUE,0
"9290043211","929004321101","huesigne","Hue Play floor lamp large",1,TRUE,0
"9290043212","929004321201","huesigne","Hue Play table lamp",1,TRUE,0
"9290043213","929004321301","huesigne","Hue Play floor lamp compact",1,TRUE,0
"9290043214","929004321401","huesigne","Hue Play floor lamp large",1,TRUE,0
"9290043215","929004321501","huesigne","Hue Play table lamp",1,TRUE,0
"9290043216","929004321601","huesigne","Hue Play floor lamp large",1,TRUE,0
"9290043217","929004321701","huesigne","Hue Play table lamp",1,TRUE,0
"9290043218","929004321801","huesigne","Hue Play floor lamp large",1,TRUE,0
"9290043219","929004321901","huesigne","Hue signe pendulum",1,TRUE,0
"9290043221","929004322101","huesigne","Hue signe pendant",1,TRUE,0
"9290043223","929004322301","huesigne","Hue signe pole",1,TRUE,0
"9290043225","929004322501","huesigne","Hue signe pendulum",1,TRUE,0
"9290043227","929004322701","huesigne","Hue signe pendant",1,TRUE,0
"9290043229","929004322901","huesigne","Hue signe pole",1,TRUE,0
"9290043233","929004323301","huegoxxl","Hue Go XXL",1,TRUE,0
"9290043458","LCD019","recessedceiling","Hue color downlight",1,TRUE,0
"9290043459","LCD020","recessedceiling","Hue color downlight",1,TRUE,0
"9290043461","929012312345","ceilinground","Linear light",1,TRUE,0
"9290043462","929012312348","recessedceiling","Spot light",1,TRUE,0
"9290043465","929012312346","ceilinground","Linear light",1,TRUE,0
"9290043466","929012312349","recessedceiling","Spot light",1,TRUE,0
"9290044357","929004435702","hueomniglow","Hue OmniGlow striplight",1,TRUE,0
"9290044358","929004435803","hueomniglow","Hue OmniGlow striplight",1,TRUE,0
"9290044411","929004441101","singlespot","Perifo cylinder spotlight",1,TRUE,0
"9290044412","929004441201","pendantspot","Perifo cylinder pendant",1,TRUE,0
"9290044426","929004442601","singlespot","Perifo cylinder spotlight",1,TRUE,0
"9290044427","929004442701","singlespot","Perifo cylinder spotlight",1,TRUE,0
"9290044428","929004442801","singlespot","Perifo cylinder spotlight",1,TRUE,0
"9290044429","929004442901","singlespot","Perifo cylinder spotlight",1,TRUE,0
"9290044431","929004443101","pendantspot","Perifo cylinder pendant",1,TRUE,0
"9290044432","929004443201","pendantspot","Perifo cylinder pendant",1,TRUE,0
"9290044433","929004443301","pendantspot","Perifo cylinder pendant",1,TRUE,0
"9290044434","929004443401","pendantspot","Perifo cylinder pendant",1,TRUE,0
"9290044508","929004450801","hueomniglow","Hue OmniGlow striplight",1,TRUE,0
"9290044509","929004450901","hueomniglow","Hue OmniGlow striplight",1,TRUE,0
"5818","LCX029","stringglobe","Festavia globe string lights",1,TRUE,0
"5819","LCX028","stringglobe","Festavia globe string lights",1,TRUE,0
"5820","LCX027","stringglobe","Festavia globe string lights",1,TRUE,0
"5822","RDM005","button","Hue smart button",1,FALSE,0
"5823","RDM005","button","Hue smart button",1,FALSE,0
"5824","RDM005","button","Hue smart button",1,FALSE,0
"9290046080","929004608001","hueomniglow","Hue OmniGlow striplight",1,TRUE,0
"9290046081","929004608101","hueomniglow","Hue OmniGlow striplight",1,TRUE,0
"9290046082","929004608201","hueomniglow","Hue OmniGlow striplight",1,TRUE,0
"9290046104","929004610401","huelightstrip","Hue Flux strip light",1,TRUE,0
"9290046105","929004610502","huelightstrip","Hue Flux strip light",1,TRUE,0
"9290046106","929004610601","huelightstrip","Hue Flux strip light",1,TRUE,0
"9290046107","929004610702","huelightstrip","Hue Flux strip light",1,TRUE,0
"9290046108","929004610802","huelightstrip","Hue Flux strip light",1,TRUE,0
"9290046109","929004610901","huelightstrip","Hue Flux outdoor strip light",1,TRUE,0
"9290046110","929004611001","huelightstrip","Hue Flux outdoor strip light",1,TRUE,0
"9290046111","929004611101","huelightstrip","Hue Flux outdoor strip light",1,TRUE,0
"9790038534","LCA010","sultanbulb","Hue color lamp",1,TRUE,0
"9790038535","LCA011","sultanbulb","Hue color lamp",1,TRUE,0
"9790038537","LCA013","sultanbulb","Hue color lamp",1,TRUE,0
"9790038538","LCA014","sultanbulb","Hue color lamp",1,TRUE,0
"9790038540","LCA010","sultanbulb","Hue color lamp",1,TRUE,0
"9790038541","LCA011","sultanbulb","Hue color lamp",1,TRUE,0
"9790038548","LTA014","sultanbulb","Hue ambience lamp",1,TRUE,0
"9790038549","LTA015","sultanbulb","Hue ambience lamp",1,TRUE,0
"9790038551","LTA017","sultanbulb","Hue ambience lamp",1,TRUE,0
"9790038552","LTA018","sultanbulb","Hue ambience lamp",1,TRUE,0
"9790038554","LTA014","sultanbulb","Hue ambience lamp",1,TRUE,0
"9790038555","LTA015","sultanbulb","Hue ambience lamp",1,TRUE,0
"9790038560","LWA032","sultanbulb","Hue white lamp",1,TRUE,0
"9790038561","LWA033","sultanbulb","Hue white lamp",1,TRUE,0
"9790038563","LWA035","sultanbulb","Hue white lamp",1,TRUE,0
"9790038564","LWA036","sultanbulb","Hue white lamp",1,TRUE,0
"9790038566","LWA032","sultanbulb","Hue white lamp",1,TRUE,0
"9790038567","LWA033","sultanbulb","Hue white lamp",1,TRUE,0
"4695","440400982843","hueplay","Hue Play",1,TRUE,0
